row_label,strat_type,sex,value,breakdown_cat_label,breakdown_var,outcome_var,table_id
Nord-Est,geography,Male,18.4,10-14 years,tenure,hourly_wage,Tav.5
Nord-Est,geography,Male,19.3,15-19 years,tenure,hourly_wage,Tav.5
Nord-Est,geography,Male,19,20-24 years,tenure,hourly_wage,Tav.5
Nord-Est,geography,Male,19.3,25-29 years,tenure,hourly_wage,Tav.5
Nord-Est,geography,Male,22.4,30-34 years,tenure,hourly_wage,Tav.5
Nord-Est,geography,Male,21.6,35+ years,tenure,hourly_wage,Tav.5
Nord-Est,geography,Male,16.5,total,tenure,hourly_wage,Tav.5
Nord-Est,geography,Total,13.3,0-4 years,tenure,hourly_wage,Tav.5
Nord-Est,geography,Total,15.7,5-9 years,tenure,hourly_wage,Tav.5
Nord-Est,geography,Total,17.4,10-14 years,tenure,hourly_wage,Tav.5
Nord-Est,geography,Total,18.4,15-19 years,tenure,hourly_wage,Tav.5
Nord-Est,geography,Total,18.2,20-24 years,tenure,hourly_wage,Tav.5
Nord-Est,geography,Total,18.8,25-29 years,tenure,hourly_wage,Tav.5
Nord-Est,geography,Total,20.9,30-34 years,tenure,hourly_wage,Tav.5
Nord-Est,geography,Total,21.1,35+ years,tenure,hourly_wage,Tav.5
Nord-Est,geography,Total,15.9,total,tenure,hourly_wage,Tav.5
Centro,geography,Female,13.4,0-4 years,tenure,hourly_wage,Tav.5
Centro,geography,Female,15.1,5-9 years,tenure,hourly_wage,Tav.5
Centro,geography,Female,17.5,10-14 years,tenure,hourly_wage,Tav.5
Centro,geography,Female,18.6,15-19 years,tenure,hourly_wage,Tav.5
Centro,geography,Female,19.1,20-24 years,tenure,hourly_wage,Tav.5
Centro,geography,Female,18.9,25-29 years,tenure,hourly_wage,Tav.5
Centro,geography,Female,22,30-34 years,tenure,hourly_wage,Tav.5
Centro,geography,Female,21,35+ years,tenure,hourly_wage,Tav.5
Centro,geography,Female,16.2,total,tenure,hourly_wage,Tav.5
Centro,geography,Male,13.8,0-4 years,tenure,hourly_wage,Tav.5
Centro,geography,Male,15.9,5-9 years,tenure,hourly_wage,Tav.5
Centro,geography,Male,21,10-14 years,tenure,hourly_wage,Tav.5
Centro,geography,Male,20.6,15-19 years,tenure,hourly_wage,Tav.5
Centro,geography,Male,21.3,20-24 years,tenure,hourly_wage,Tav.5
Centro,geography,Male,21.8,25-29 years,tenure,hourly_wage,Tav.5
Centro,geography,Male,23.2,30-34 years,tenure,hourly_wage,Tav.5
Centro,geography,Male,22.4,35+ years,tenure,hourly_wage,Tav.5
Centro,geography,Male,17.6,total,tenure,hourly_wage,Tav.5
Centro,geography,Total,13.6,0-4 years,tenure,hourly_wage,Tav.5
Centro,geography,Total,15.5,5-9 years,tenure,hourly_wage,Tav.5
Centro,geography,Total,19.7,10-14 years,tenure,hourly_wage,Tav.5
Centro,geography,Total,19.7,15-19 years,tenure,hourly_wage,Tav.5
Centro,geography,Total,20.3,20-24 years,tenure,hourly_wage,Tav.5
Centro,geography,Total,20.5,25-29 years,tenure,hourly_wage,Tav.5
Centro,geography,Total,22.7,30-34 years,tenure,hourly_wage,Tav.5
Centro,geography,Total,21.8,35+ years,tenure,hourly_wage,Tav.5
Centro,geography,Total,17,total,tenure,hourly_wage,Tav.5
Sud,geography,Female,13,0-4 years,tenure,hourly_wage,Tav.5
Sud,geography,Female,15.6,5-9 years,tenure,hourly_wage,Tav.5
Sud,geography,Female,18.1,10-14 years,tenure,hourly_wage,Tav.5
Sud,geography,Female,19.8,15-19 years,tenure,hourly_wage,Tav.5
Sud,geography,Female,20.1,20-24 years,tenure,hourly_wage,Tav.5
Sud,geography,Female,21.7,25-29 years,tenure,hourly_wage,Tav.5
Sud,geography,Female,23.4,30-34 years,tenure,hourly_wage,Tav.5
Sud,geography,Female,22.8,35+ years,tenure,hourly_wage,Tav.5
Sud,geography,Female,16.5,total,tenure,hourly_wage,Tav.5
Sud,geography,Male,12.1,0-4 years,tenure,hourly_wage,Tav.5
Sud,geography,Male,14,5-9 years,tenure,hourly_wage,Tav.5
Sud,geography,Male,17.6,10-14 years,tenure,hourly_wage,Tav.5
Sud,geography,Male,18.5,15-19 years,tenure,hourly_wage,Tav.5
Sud,geography,Male,18.1,20-24 years,tenure,hourly_wage,Tav.5
Sud,geography,Male,20.7,25-29 years,tenure,hourly_wage,Tav.5
Sud,geography,Male,21.4,30-34 years,tenure,hourly_wage,Tav.5
Sud,geography,Male,21.5,35+ years,tenure,hourly_wage,Tav.5
Sud,geography,Male,15.2,total,tenure,hourly_wage,Tav.5
Sud,geography,Total,12.5,0-4 years,tenure,hourly_wage,Tav.5
Sud,geography,Total,14.7,5-9 years,tenure,hourly_wage,Tav.5
Sud,geography,Total,17.8,10-14 years,tenure,hourly_wage,Tav.5
Sud,geography,Total,19.1,15-19 years,tenure,hourly_wage,Tav.5
Sud,geography,Total,18.8,20-24 years,tenure,hourly_wage,Tav.5
Sud,geography,Total,21.1,25-29 years,tenure,hourly_wage,Tav.5
Sud,geography,Total,22.3,30-34 years,tenure,hourly_wage,Tav.5
Sud,geography,Total,21.9,35+ years,tenure,hourly_wage,Tav.5
Sud,geography,Total,15.7,total,tenure,hourly_wage,Tav.5
Isole,geography,Female,13.4,0-4 years,tenure,hourly_wage,Tav.5
Isole,geography,Female,16.5,5-9 years,tenure,hourly_wage,Tav.5
Isole,geography,Female,18.6,10-14 years,tenure,hourly_wage,Tav.5
Isole,geography,Female,18,15-19 years,tenure,hourly_wage,Tav.5
Isole,geography,Female,19.7,20-24 years,tenure,hourly_wage,Tav.5
Isole,geography,Female,20.7,25-29 years,tenure,hourly_wage,Tav.5
Isole,geography,Female,21.4,30-34 years,tenure,hourly_wage,Tav.5
Isole,geography,Female,20.7,35+ years,tenure,hourly_wage,Tav.5
Isole,geography,Female,16.7,total,tenure,hourly_wage,Tav.5
Isole,geography,Male,12.3,0-4 years,tenure,hourly_wage,Tav.5
Isole,geography,Male,14,5-9 years,tenure,hourly_wage,Tav.5
Isole,geography,Male,18.3,10-14 years,tenure,hourly_wage,Tav.5
Isole,geography,Male,17.8,15-19 years,tenure,hourly_wage,Tav.5
Isole,geography,Male,18.8,20-24 years,tenure,hourly_wage,Tav.5
Isole,geography,Male,20.7,25-29 years,tenure,hourly_wage,Tav.5
Isole,geography,Male,20.7,30-34 years,tenure,hourly_wage,Tav.5
Isole,geography,Male,22.2,35+ years,tenure,hourly_wage,Tav.5
Isole,geography,Male,15.6,total,tenure,hourly_wage,Tav.5
Isole,geography,Total,12.8,0-4 years,tenure,hourly_wage,Tav.5
Isole,geography,Total,15.2,5-9 years,tenure,hourly_wage,Tav.5
Isole,geography,Total,18.4,10-14 years,tenure,hourly_wage,Tav.5
Isole,geography,Total,17.9,15-19 years,tenure,hourly_wage,Tav.5
Isole,geography,Total,19.2,20-24 years,tenure,hourly_wage,Tav.5
Isole,geography,Total,20.7,25-29 years,tenure,hourly_wage,Tav.5
Isole,geography,Total,21,30-34 years,tenure,hourly_wage,Tav.5
Isole,geography,Total,21.6,35+ years,tenure,hourly_wage,Tav.5
Isole,geography,Total,16.1,total,tenure,hourly_wage,Tav.5
Totale,geography,Female,13.2,0-4 years,tenure,hourly_wage,Tav.5
Totale,geography,Female,15.3,5-9 years,tenure,hourly_wage,Tav.5
Totale,geography,Female,17.3,10-14 years,tenure,hourly_wage,Tav.5
Totale,geography,Female,18.2,15-19 years,tenure,hourly_wage,Tav.5
Totale,geography,Female,18.4,20-24 years,tenure,hourly_wage,Tav.5
Totale,geography,Female,18.8,25-29 years,tenure,hourly_wage,Tav.5
Totale,geography,Female,20.6,30-34 years,tenure,hourly_wage,Tav.5
Totale,geography,Female,20.8,35+ years,tenure,hourly_wage,Tav.5
Totale,geography,Female,15.9,total,tenure,hourly_wage,Tav.5
Totale,geography,Male,13.8,0-4 years,tenure,hourly_wage,Tav.5
Totale,geography,Male,16.1,5-9 years,tenure,hourly_wage,Tav.5
Totale,geography,Male,19.3,10-14 years,tenure,hourly_wage,Tav.5
Totale,geography,Male,19.5,15-19 years,tenure,hourly_wage,Tav.5
Totale,geography,Male,20.2,20-24 years,tenure,hourly_wage,Tav.5
Totale,geography,Male,20.7,25-29 years,tenure,hourly_wage,Tav.5
Totale,geography,Male,22.4,30-34 years,tenure,hourly_wage,Tav.5
Totale,geography,Male,22.1,35+ years,tenure,hourly_wage,Tav.5
Totale,geography,Male,16.8,total,tenure,hourly_wage,Tav.5
Totale,geography,Total,13.5,0-4 years,tenure,hourly_wage,Tav.5
Totale,geography,Total,15.8,5-9 years,tenure,hourly_wage,Tav.5
Totale,geography,Total,18.4,10-14 years,tenure,hourly_wage,Tav.5
Totale,geography,Total,18.9,15-19 years,tenure,hourly_wage,Tav.5
Totale,geography,Total,19.4,20-24 years,tenure,hourly_wage,Tav.5
Totale,geography,Total,19.9,25-29 years,tenure,hourly_wage,Tav.5
Totale,geography,Total,21.6,30-34 years,tenure,hourly_wage,Tav.5
Totale,geography,Total,21.6,35+ years,tenure,hourly_wage,Tav.5
Totale,geography,Total,16.4,total,tenure,hourly_wage,Tav.5
10-49,firm_size,Female,10.7,0-4 years,tenure,hourly_wage,Tav.5
10-49,firm_size,Female,11.6,5-9 years,tenure,hourly_wage,Tav.5
10-49,firm_size,Female,13.1,10-14 years,tenure,hourly_wage,Tav.5
10-49,firm_size,Female,13.2,15-19 years,tenure,hourly_wage,Tav.5
10-49,firm_size,Female,13.5,20-24 years,tenure,hourly_wage,Tav.5
10-49,firm_size,Female,14.8,25-29 years,tenure,hourly_wage,Tav.5
10-49,firm_size,Female,14.8,30-34 years,tenure,hourly_wage,Tav.5
10-49,firm_size,Female,16.4,35+ years,tenure,hourly_wage,Tav.5
10-49,firm_size,Female,11.8,total,tenure,hourly_wage,Tav.5
10-49,firm_size,Male,12,0-4 years,tenure,hourly_wage,Tav.5
10-49,firm_size,Male,13.7,5-9 years,tenure,hourly_wage,Tav.5
10-49,firm_size,Male,14.5,10-14 years,tenure,hourly_wage,Tav.5
10-49,firm_size,Male,15.4,15-19 years,tenure,hourly_wage,Tav.5
10-49,firm_size,Male,16.4,20-24 years,tenure,hourly_wage,Tav.5
10-49,firm_size,Male,15.4,25-29 years,tenure,hourly_wage,Tav.5
10-49,firm_size,Male,18.7,30-34 years,tenure,hourly_wage,Tav.5
10-49,firm_size,Male,16.3,35+ years,tenure,hourly_wage,Tav.5
10-49,firm_size,Male,13.3,total,tenure,hourly_wage,Tav.5
10-49,firm_size,Total,11.5,0-4 years,tenure,hourly_wage,Tav.5
10-49,firm_size,Total,13,5-9 years,tenure,hourly_wage,Tav.5
10-49,firm_size,Total,14,10-14 years,tenure,hourly_wage,Tav.5
10-49,firm_size,Total,14.6,15-19 years,tenure,hourly_wage,Tav.5
10-49,firm_size,Total,15.3,20-24 years,tenure,hourly_wage,Tav.5
10-49,firm_size,Total,15.2,25-29 years,tenure,hourly_wage,Tav.5
10-49,firm_size,Total,17,30-34 years,tenure,hourly_wage,Tav.5
10-49,firm_size,Total,16.3,35+ years,tenure,hourly_wage,Tav.5
10-49,firm_size,Total,12.8,total,tenure,hourly_wage,Tav.5
50-249,firm_size,Female,11.7,0-4 years,tenure,hourly_wage,Tav.5
50-249,firm_size,Female,13.4,5-9 years,tenure,hourly_wage,Tav.5
50-249,firm_size,Female,14.3,10-14 years,tenure,hourly_wage,Tav.5
50-249,firm_size,Female,14.8,15-19 years,tenure,hourly_wage,Tav.5
50-249,firm_size,Female,15.4,20-24 years,tenure,hourly_wage,Tav.5
50-249,firm_size,Female,17.7,25-29 years,tenure,hourly_wage,Tav.5
50-249,firm_size,Female,15.7,30-34 years,tenure,hourly_wage,Tav.5
50-249,firm_size,Female,17.6,35+ years,tenure,hourly_wage,Tav.5
50-249,firm_size,Female,13.2,total,tenure,hourly_wage,Tav.5
50-249,firm_size,Male,14.1,0-4 years,tenure,hourly_wage,Tav.5
50-249,firm_size,Male,15.7,5-9 years,tenure,hourly_wage,Tav.5
50-249,firm_size,Male,17,10-14 years,tenure,hourly_wage,Tav.5
50-249,firm_size,Male,17.9,15-19 years,tenure,hourly_wage,Tav.5
50-249,firm_size,Male,18.3,20-24 years,tenure,hourly_wage,Tav.5
50-249,firm_size,Male,18.7,25-29 years,tenure,hourly_wage,Tav.5
50-249,firm_size,Male,19.9,30-34 years,tenure,hourly_wage,Tav.5
50-249,firm_size,Male,19.2,35+ years,tenure,hourly_wage,Tav.5
50-249,firm_size,Male,15.7,total,tenure,hourly_wage,Tav.5
50-249,firm_size,Total,13.2,0-4 years,tenure,hourly_wage,Tav.5
50-249,firm_size,Total,14.9,5-9 years,tenure,hourly_wage,Tav.5
50-249,firm_size,Total,15.9,10-14 years,tenure,hourly_wage,Tav.5
50-249,firm_size,Total,16.8,15-19 years,tenure,hourly_wage,Tav.5
50-249,firm_size,Total,17.2,20-24 years,tenure,hourly_wage,Tav.5
50-249,firm_size,Total,18.4,25-29 years,tenure,hourly_wage,Tav.5
50-249,firm_size,Total,18.4,30-34 years,tenure,hourly_wage,Tav.5
50-249,firm_size,Total,18.7,35+ years,tenure,hourly_wage,Tav.5
50-249,firm_size,Total,14.8,total,tenure,hourly_wage,Tav.5
250-499,firm_size,Female,12.2,0-4 years,tenure,hourly_wage,Tav.5
250-499,firm_size,Female,13.9,5-9 years,tenure,hourly_wage,Tav.5
250-499,firm_size,Female,15.4,10-14 years,tenure,hourly_wage,Tav.5
250-499,firm_size,Female,15.9,15-19 years,tenure,hourly_wage,Tav.5
250-499,firm_size,Female,16.9,20-24 years,tenure,hourly_wage,Tav.5
250-499,firm_size,Female,17.5,25-29 years,tenure,hourly_wage,Tav.5
250-499,firm_size,Female,18.6,30-34 years,tenure,hourly_wage,Tav.5
250-499,firm_size,Female,18.3,35+ years,tenure,hourly_wage,Tav.5
250-499,firm_size,Female,14.1,total,tenure,hourly_wage,Tav.5
250-499,firm_size,Male,15.2,0-4 years,tenure,hourly_wage,Tav.5
250-499,firm_size,Male,17.4,5-9 years,tenure,hourly_wage,Tav.5
250-499,firm_size,Male,18.5,10-14 years,tenure,hourly_wage,Tav.5
250-499,firm_size,Male,19,15-19 years,tenure,hourly_wage,Tav.5
250-499,firm_size,Male,19.4,20-24 years,tenure,hourly_wage,Tav.5
250-499,firm_size,Male,19.6,25-29 years,tenure,hourly_wage,Tav.5
250-499,firm_size,Male,21.5,30-34 years,tenure,hourly_wage,Tav.5
250-499,firm_size,Male,22.7,35+ years,tenure,hourly_wage,Tav.5
250-499,firm_size,Male,17.3,total,tenure,hourly_wage,Tav.5
250-499,firm_size,Total,14,0-4 years,tenure,hourly_wage,Tav.5
250-499,firm_size,Total,16.1,5-9 years,tenure,hourly_wage,Tav.5
250-499,firm_size,Total,17.2,10-14 years,tenure,hourly_wage,Tav.5
250-499,firm_size,Total,17.8,15-19 years,tenure,hourly_wage,Tav.5
250-499,firm_size,Total,18.4,20-24 years,tenure,hourly_wage,Tav.5
250-499,firm_size,Total,18.8,25-29 years,tenure,hourly_wage,Tav.5
250-499,firm_size,Total,20.5,30-34 years,tenure,hourly_wage,Tav.5
250-499,firm_size,Total,21.3,35+ years,tenure,hourly_wage,Tav.5
250-499,firm_size,Total,16.1,total,tenure,hourly_wage,Tav.5
500-999,firm_size,Female,12.6,0-4 years,tenure,hourly_wage,Tav.5
500-999,firm_size,Female,14.4,5-9 years,tenure,hourly_wage,Tav.5
500-999,firm_size,Female,15.5,10-14 years,tenure,hourly_wage,Tav.5
500-999,firm_size,Female,15.9,15-19 years,tenure,hourly_wage,Tav.5
500-999,firm_size,Female,17.8,20-24 years,tenure,hourly_wage,Tav.5
500-999,firm_size,Female,16.8,25-29 years,tenure,hourly_wage,Tav.5
500-999,firm_size,Female,18.7,30-34 years,tenure,hourly_wage,Tav.5
500-999,firm_size,Female,16.8,35+ years,tenure,hourly_wage,Tav.5
500-999,firm_size,Female,14.6,total,tenure,hourly_wage,Tav.5
500-999,firm_size,Male,14.9,0-4 years,tenure,hourly_wage,Tav.5
500-999,firm_size,Male,18.1,5-9 years,tenure,hourly_wage,Tav.5
500-999,firm_size,Male,18.7,10-14 years,tenure,hourly_wage,Tav.5
500-999,firm_size,Male,20.9,15-19 years,tenure,hourly_wage,Tav.5
500-999,firm_size,Male,21.1,20-24 years,tenure,hourly_wage,Tav.5
500-999,firm_size,Male,21.2,25-29 years,tenure,hourly_wage,Tav.5
500-999,firm_size,Male,22.5,30-34 years,tenure,hourly_wage,Tav.5
500-999,firm_size,Male,22.7,35+ years,tenure,hourly_wage,Tav.5
500-999,firm_size,Male,17.9,total,tenure,hourly_wage,Tav.5
500-999,firm_size,Total,14,0-4 years,tenure,hourly_wage,Tav.5
500-999,firm_size,Total,16.6,5-9 years,tenure,hourly_wage,Tav.5
500-999,firm_size,Total,17.2,10-14 years,tenure,hourly_wage,Tav.5
500-999,firm_size,Total,18.8,15-19 years,tenure,hourly_wage,Tav.5
500-999,firm_size,Total,19.8,20-24 years,tenure,hourly_wage,Tav.5
500-999,firm_size,Total,19.7,25-29 years,tenure,hourly_wage,Tav.5
500-999,firm_size,Total,21.3,30-34 years,tenure,hourly_wage,Tav.5
500-999,firm_size,Total,20.8,35+ years,tenure,hourly_wage,Tav.5
500-999,firm_size,Total,16.6,total,tenure,hourly_wage,Tav.5
1000+,firm_size,Female,15.6,0-4 years,tenure,hourly_wage,Tav.5
1000+,firm_size,Female,18.5,5-9 years,tenure,hourly_wage,Tav.5
1000+,firm_size,Female,19.1,10-14 years,tenure,hourly_wage,Tav.5
1000+,firm_size,Female,20.2,15-19 years,tenure,hourly_wage,Tav.5
1000+,firm_size,Female,20.6,20-24 years,tenure,hourly_wage,Tav.5
1000+,firm_size,Female,20,25-29 years,tenure,hourly_wage,Tav.5
1000+,firm_size,Female,22.7,30-34 years,tenure,hourly_wage,Tav.5
1000+,firm_size,Female,22.3,35+ years,tenure,hourly_wage,Tav.5
1000+,firm_size,Female,18.5,total,tenure,hourly_wage,Tav.5
1000+,firm_size,Male,15.2,0-4 years,tenure,hourly_wage,Tav.5
1000+,firm_size,Male,18.8,5-9 years,tenure,hourly_wage,Tav.5
1000+,firm_size,Male,22,10-14 years,tenure,hourly_wage,Tav.5
1000+,firm_size,Male,22.1,15-19 years,tenure,hourly_wage,Tav.5
1000+,firm_size,Male,23.2,20-24 years,tenure,hourly_wage,Tav.5
1000+,firm_size,Male,23.6,25-29 years,tenure,hourly_wage,Tav.5
1000+,firm_size,Male,23.9,30-34 years,tenure,hourly_wage,Tav.5
1000+,firm_size,Male,24.3,35+ years,tenure,hourly_wage,Tav.5
1000+,firm_size,Male,19.9,total,tenure,hourly_wage,Tav.5
1000+,firm_size,Total,15.4,0-4 years,tenure,hourly_wage,Tav.5
1000+,firm_size,Total,18.6,5-9 years,tenure,hourly_wage,Tav.5
1000+,firm_size,Total,20.5,10-14 years,tenure,hourly_wage,Tav.5
1000+,firm_size,Total,21,15-19 years,tenure,hourly_wage,Tav.5
1000+,firm_size,Total,21.8,20-24 years,tenure,hourly_wage,Tav.5
1000+,firm_size,Total,21.6,25-29 years,tenure,hourly_wage,Tav.5
1000+,firm_size,Total,23.3,30-34 years,tenure,hourly_wage,Tav.5
1000+,firm_size,Total,23.4,35+ years,tenure,hourly_wage,Tav.5
1000+,firm_size,Total,19.2,total,tenure,hourly_wage,Tav.5
Totale,firm_size,Female,13.2,0-4 years,tenure,hourly_wage,Tav.5
Totale,firm_size,Female,15.3,5-9 years,tenure,hourly_wage,Tav.5
Totale,firm_size,Female,17.3,10-14 years,tenure,hourly_wage,Tav.5
Totale,firm_size,Female,18.2,15-19 years,tenure,hourly_wage,Tav.5
Totale,firm_size,Female,18.4,20-24 years,tenure,hourly_wage,Tav.5
Totale,firm_size,Female,18.8,25-29 years,tenure,hourly_wage,Tav.5
Totale,firm_size,Female,20.6,30-34 years,tenure,hourly_wage,Tav.5
Totale,firm_size,Female,20.8,35+ years,tenure,hourly_wage,Tav.5
Totale,firm_size,Female,15.9,total,tenure,hourly_wage,Tav.5
Totale,firm_size,Male,13.8,0-4 years,tenure,hourly_wage,Tav.5
Totale,firm_size,Male,16.1,5-9 years,tenure,hourly_wage,Tav.5
Totale,firm_size,Male,19.3,10-14 years,tenure,hourly_wage,Tav.5
Totale,firm_size,Male,19.5,15-19 years,tenure,hourly_wage,Tav.5
Totale,firm_size,Male,20.2,20-24 years,tenure,hourly_wage,Tav.5
Totale,firm_size,Male,20.7,25-29 years,tenure,hourly_wage,Tav.5
Totale,firm_size,Male,22.4,30-34 years,tenure,hourly_wage,Tav.5
Totale,firm_size,Male,22.1,35+ years,tenure,hourly_wage,Tav.5
Totale,firm_size,Male,16.8,total,tenure,hourly_wage,Tav.5
Totale,firm_size,Total,13.5,0-4 years,tenure,hourly_wage,Tav.5
Totale,firm_size,Total,15.8,5-9 years,tenure,hourly_wage,Tav.5
Totale,firm_size,Total,18.4,10-14 years,tenure,hourly_wage,Tav.5
Totale,firm_size,Total,18.9,15-19 years,tenure,hourly_wage,Tav.5
Totale,firm_size,Total,19.4,20-24 years,tenure,hourly_wage,Tav.5
Totale,firm_size,Total,19.9,25-29 years,tenure,hourly_wage,Tav.5
Totale,firm_size,Total,21.6,30-34 years,tenure,hourly_wage,Tav.5
Totale,firm_size,Total,21.6,35+ years,tenure,hourly_wage,Tav.5
Totale,firm_size,Total,16.4,total,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Female,18.8,0-4 years,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Female,20.3,5-9 years,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Female,19.4,10-14 years,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Female,20.5,15-19 years,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Female,20.7,20-24 years,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Female,19.8,25-29 years,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Female,22,30-34 years,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Female,21.2,35+ years,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Female,19.9,total,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Male,17.7,0-4 years,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Male,20,5-9 years,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Male,21.7,10-14 years,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Male,21.7,15-19 years,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Male,22.5,20-24 years,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Male,22.9,25-29 years,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Male,22.9,30-34 years,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Male,22.1,35+ years,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Male,21,total,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Total,18.4,0-4 years,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Total,20.2,5-9 years,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Total,20.5,10-14 years,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Total,21,15-19 years,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Total,21.5,20-24 years,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Total,21.1,25-29 years,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Total,22.5,30-34 years,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Total,21.6,35+ years,tenure,hourly_wage,Tav.5
Controllo pubblico,control_type,Total,20.4,total,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Female,11.4,0-4 years,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Female,12.9,5-9 years,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Female,13.9,10-14 years,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Female,14.9,15-19 years,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Female,15.7,20-24 years,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Female,17,25-29 years,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Female,18.4,30-34 years,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Female,19.6,35+ years,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Female,12.9,total,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Male,13.3,0-4 years,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Male,15.4,5-9 years,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Male,16.9,10-14 years,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Male,18.1,15-19 years,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Male,18.9,20-24 years,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Male,19.1,25-29 years,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Male,21.9,30-34 years,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Male,22.2,35+ years,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Male,15.3,total,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Total,12.5,0-4 years,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Total,14.5,5-9 years,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Total,15.8,10-14 years,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Total,16.8,15-19 years,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Total,17.7,20-24 years,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Total,18.4,25-29 years,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Total,20.6,30-34 years,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Total,21.5,35+ years,tenure,hourly_wage,Tav.5
Controllo privato,control_type,Total,14.4,total,tenure,hourly_wage,Tav.5
Totale,control_type,Female,13.2,0-4 years,tenure,hourly_wage,Tav.5
Totale,control_type,Female,15.3,5-9 years,tenure,hourly_wage,Tav.5
Totale,control_type,Female,17.3,10-14 years,tenure,hourly_wage,Tav.5
Totale,control_type,Female,18.2,15-19 years,tenure,hourly_wage,Tav.5
Totale,control_type,Female,18.4,20-24 years,tenure,hourly_wage,Tav.5
Totale,control_type,Female,18.8,25-29 years,tenure,hourly_wage,Tav.5
Totale,control_type,Female,20.6,30-34 years,tenure,hourly_wage,Tav.5
Totale,control_type,Female,20.8,35+ years,tenure,hourly_wage,Tav.5
Totale,control_type,Female,15.9,total,tenure,hourly_wage,Tav.5
Totale,control_type,Male,13.8,0-4 years,tenure,hourly_wage,Tav.5
Totale,control_type,Male,16.1,5-9 years,tenure,hourly_wage,Tav.5
Totale,control_type,Male,19.3,10-14 years,tenure,hourly_wage,Tav.5
Totale,control_type,Male,19.5,15-19 years,tenure,hourly_wage,Tav.5
Totale,control_type,Male,20.2,20-24 years,tenure,hourly_wage,Tav.5
Totale,control_type,Male,20.7,25-29 years,tenure,hourly_wage,Tav.5
Totale,control_type,Male,22.4,30-34 years,tenure,hourly_wage,Tav.5
Totale,control_type,Male,22.1,35+ years,tenure,hourly_wage,Tav.5
Totale,control_type,Male,16.8,total,tenure,hourly_wage,Tav.5
Totale,control_type,Total,13.5,0-4 years,tenure,hourly_wage,Tav.5
Totale,control_type,Total,15.8,5-9 years,tenure,hourly_wage,Tav.5
Totale,control_type,Total,18.4,10-14 years,tenure,hourly_wage,Tav.5
Totale,control_type,Total,18.9,15-19 years,tenure,hourly_wage,Tav.5
Totale,control_type,Total,19.4,20-24 years,tenure,hourly_wage,Tav.5
Totale,control_type,Total,19.9,25-29 years,tenure,hourly_wage,Tav.5
Totale,control_type,Total,21.6,30-34 years,tenure,hourly_wage,Tav.5
Totale,control_type,Total,21.6,35+ years,tenure,hourly_wage,Tav.5
