row_label,strat_type,sex,breakdown_cat,value,breakdown_var,outcome_var,table_id,nuts1
I - Attività dei servizi di alloggio e di ristorazione,sector,Male,25-29 years,12.1,tenure,hourly_wage,Tav.5,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Male,30-34 years,12.5,tenure,hourly_wage,Tav.5,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Male,35+ years,11.6,tenure,hourly_wage,Tav.5,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Male,total,11.4,tenure,hourly_wage,Tav.5,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Total,0-4 years,10.5,tenure,hourly_wage,Tav.5,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Total,5-9 years,11.7,tenure,hourly_wage,Tav.5,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Total,10-14 years,11.1,tenure,hourly_wage,Tav.5,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Total,15-19 years,11.9,tenure,hourly_wage,Tav.5,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Total,20-24 years,12.2,tenure,hourly_wage,Tav.5,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Total,25-29 years,12.4,tenure,hourly_wage,Tav.5,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Total,30-34 years,12.2,tenure,hourly_wage,Tav.5,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Total,35+ years,13.1,tenure,hourly_wage,Tav.5,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Total,total,10.9,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Female,0-4 years,14.4,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Female,5-9 years,15.8,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Female,10-14 years,17,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Female,15-19 years,17.3,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Female,20-24 years,18.6,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Female,25-29 years,19.5,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Female,30-34 years,26.7,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Female,35+ years,26.7,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Female,total,16.2,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Male,0-4 years,16.9,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Male,5-9 years,20.2,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Male,10-14 years,22.5,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Male,15-19 years,22.2,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Male,20-24 years,24.3,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Male,25-29 years,22.7,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Male,30-34 years,23.7,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Male,35+ years,25.9,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Male,total,19.4,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Total,0-4 years,16.1,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Total,5-9 years,18.6,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Total,10-14 years,20.3,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Total,15-19 years,20.2,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Total,20-24 years,22.1,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Total,25-29 years,21.7,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Total,30-34 years,24.6,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Total,35+ years,26.2,tenure,hourly_wage,Tav.5,NA
J - Servizi di informazione e comunicazione,sector,Total,total,18.3,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Female,0-4 years,19.4,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Female,5-9 years,20.4,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Female,10-14 years,21,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Female,15-19 years,22.1,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Female,20-24 years,22.9,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Female,25-29 years,26,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Female,30-34 years,26.7,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Female,35+ years,27.2,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Female,total,22.4,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Male,0-4 years,27,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Male,5-9 years,31.3,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Male,10-14 years,27.1,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Male,15-19 years,27.4,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Male,20-24 years,30.3,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Male,25-29 years,30.6,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Male,30-34 years,29.3,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Male,35+ years,33.5,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Male,total,29,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Total,0-4 years,23.5,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Total,5-9 years,25.9,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Total,10-14 years,24.4,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Total,15-19 years,24.7,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Total,20-24 years,26.4,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Total,25-29 years,28.7,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Total,30-34 years,28.1,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Total,35+ years,31.3,tenure,hourly_wage,Tav.5,NA
K - Attività finanziarie ed assicurative,sector,Total,total,25.9,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Female,0-4 years,12.3,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Female,5-9 years,13.7,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Female,10-14 years,16.5,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Female,15-19 years,16.4,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Female,20-24 years,15.5,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Female,25-29 years,17.7,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Female,30-34 years,17.1,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Female,35+ years,21,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Female,total,14.5,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Male,0-4 years,15.2,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Male,5-9 years,15.7,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Male,10-14 years,18.3,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Male,15-19 years,19.4,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Male,20-24 years,22.8,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Male,25-29 years,20.8,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Male,30-34 years,17.5,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Male,35+ years,19.8,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Male,total,17.4,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Total,0-4 years,13.8,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Total,5-9 years,14.7,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Total,10-14 years,17.3,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Total,15-19 years,17.7,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Total,20-24 years,20.3,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Total,25-29 years,19.6,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Total,30-34 years,17.4,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Total,35+ years,20.4,tenure,hourly_wage,Tav.5,NA
L - Attivita' immobiliari,sector,Total,total,16,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Female,0-4 years,13.9,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Female,5-9 years,17.2,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Female,10-14 years,17.2,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Female,15-19 years,18.8,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Female,20-24 years,21,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Female,25-29 years,21.1,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Female,30-34 years,21.6,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Female,35+ years,19.9,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Female,total,16.3,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Male,0-4 years,17.8,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Male,5-9 years,23.2,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Male,10-14 years,22.9,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Male,15-19 years,27.1,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Male,20-24 years,27.3,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Male,25-29 years,31.7,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Male,30-34 years,32.8,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Male,35+ years,26.4,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Male,total,21.4,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Total,0-4 years,16,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Total,5-9 years,20.4,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Total,10-14 years,20.2,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Total,15-19 years,23.1,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Total,20-24 years,23.9,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Total,25-29 years,26.1,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Total,30-34 years,28,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Total,35+ years,23.7,tenure,hourly_wage,Tav.5,NA
"M - Attività professionali, scientifiche e tecniche",sector,Total,total,19,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Female,0-4 years,10.3,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Female,5-9 years,10.6,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Female,10-14 years,11.6,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Female,15-19 years,11.8,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Female,20-24 years,13.5,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Female,25-29 years,13.9,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Female,30-34 years,16.6,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Female,35+ years,22,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Female,total,10.6,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Male,0-4 years,11,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Male,5-9 years,11.6,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Male,10-14 years,12.6,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Male,15-19 years,15,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Male,20-24 years,14.3,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Male,25-29 years,13.7,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Male,30-34 years,16.6,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Male,35+ years,18.5,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Male,total,11.4,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Total,0-4 years,10.7,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Total,5-9 years,11.2,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Total,10-14 years,12.1,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Total,15-19 years,13.1,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Total,20-24 years,13.9,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Total,25-29 years,13.8,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Total,30-34 years,16.6,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Total,35+ years,19.5,tenure,hourly_wage,Tav.5,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Total,total,11,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Female,0-4 years,16.9,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Female,5-9 years,18.9,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Female,10-14 years,17.8,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Female,15-19 years,17.6,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Female,20-24 years,18.7,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Female,25-29 years,17.8,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Female,30-34 years,18.7,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Female,35+ years,17.5,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Female,total,17.9,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Male,0-4 years,15.9,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Male,5-9 years,18.6,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Male,10-14 years,22.3,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Male,15-19 years,20.8,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Male,20-24 years,20.9,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Male,25-29 years,21.4,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Male,30-34 years,22,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Male,35+ years,20.9,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Male,total,20.7,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Total,0-4 years,16.3,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Total,5-9 years,18.7,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Total,10-14 years,21.1,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Total,15-19 years,19.5,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Total,20-24 years,19.9,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Total,25-29 years,19.9,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Total,30-34 years,20.7,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Total,35+ years,19.5,tenure,hourly_wage,Tav.5,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Total,total,19.7,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Female,0-4 years,19.5,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Female,5-9 years,20.7,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Female,10-14 years,20.9,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Female,15-19 years,23.8,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Female,20-24 years,25,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Female,25-29 years,24.8,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Female,30-34 years,25.5,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Female,35+ years,27.1,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Female,total,21.6,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Male,0-4 years,20.4,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Male,5-9 years,22.8,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Male,10-14 years,22.1,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Male,15-19 years,25.7,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Male,20-24 years,28.2,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Male,25-29 years,29,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Male,30-34 years,30,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Male,35+ years,33.2,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Male,total,23.5,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Total,0-4 years,19.7,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Total,5-9 years,21.1,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Total,10-14 years,21.2,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Total,15-19 years,24.3,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Total,20-24 years,25.9,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Total,25-29 years,25.7,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Total,30-34 years,26.5,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Total,35+ years,28.2,tenure,hourly_wage,Tav.5,NA
P - Istruzione,sector,Total,total,22.1,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Female,0-4 years,11.8,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Female,5-9 years,14.7,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Female,10-14 years,18.1,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Female,15-19 years,17.3,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Female,20-24 years,17.5,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Female,25-29 years,18.4,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Female,30-34 years,18.1,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Female,35+ years,17.4,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Female,total,15.8,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Male,0-4 years,13.5,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Male,5-9 years,17.3,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Male,10-14 years,22,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Male,15-19 years,22.3,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Male,20-24 years,22.8,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Male,25-29 years,24.6,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Male,30-34 years,18.7,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Male,35+ years,21.8,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Male,total,19.9,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Total,0-4 years,12.2,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Total,5-9 years,15.4,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Total,10-14 years,19.3,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Total,15-19 years,18.7,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Total,20-24 years,19.1,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Total,25-29 years,20,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Total,30-34 years,18.3,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Total,35+ years,18.9,tenure,hourly_wage,Tav.5,NA
Q - Sanita' e assistenza sociale,sector,Total,total,16.9,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Female,0-4 years,11.9,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Female,5-9 years,11.6,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Female,10-14 years,13.5,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Female,15-19 years,14.9,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Female,20-24 years,17.8,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Female,25-29 years,14.8,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Female,30-34 years,19.4,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Female,35+ years,18.6,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Female,total,12.9,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Male,0-4 years,41.8,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Male,5-9 years,15.5,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Male,10-14 years,15.3,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Male,15-19 years,17.5,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Male,20-24 years,28.4,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Male,25-29 years,17.6,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Male,30-34 years,22.8,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Male,35+ years,32.3,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Male,total,30.5,tenure,hourly_wage,Tav.5,NA
"R - Attività artistiche, sportive, di intrattenimento e divertimento",sector,Total,0-4 years,29.4,tenure,hourly_wage,Tav.5,NA
