row_label,strat_type,sex,breakdown_cat,value,breakdown_var,outcome_var,table_id,nuts1
C - Attività manifatturiere,sector,Male,permanent,2001,contract_type,annual_hours,Tav.12,NA
C - Attività manifatturiere,sector,Male,temporary,1487,contract_type,annual_hours,Tav.12,NA
C - Attività manifatturiere,sector,Male,total,1951,contract_type,annual_hours,Tav.12,NA
C - Attività manifatturiere,sector,Total,permanent,1962,contract_type,annual_hours,Tav.12,NA
C - Attività manifatturiere,sector,Total,temporary,1441,contract_type,annual_hours,Tav.12,NA
C - Attività manifatturiere,sector,Total,total,1908,contract_type,annual_hours,Tav.12,NA
"CA - Industrie alimentari, delle bevande e del tabacco",sector,Female,permanent,1859,contract_type,annual_hours,Tav.12,NA
"CA - Industrie alimentari, delle bevande e del tabacco",sector,Female,temporary,1349,contract_type,annual_hours,Tav.12,NA
"CA - Industrie alimentari, delle bevande e del tabacco",sector,Female,total,1740,contract_type,annual_hours,Tav.12,NA
"CA - Industrie alimentari, delle bevande e del tabacco",sector,Male,permanent,1937,contract_type,annual_hours,Tav.12,NA
"CA - Industrie alimentari, delle bevande e del tabacco",sector,Male,temporary,1335,contract_type,annual_hours,Tav.12,NA
"CA - Industrie alimentari, delle bevande e del tabacco",sector,Male,total,1851,contract_type,annual_hours,Tav.12,NA
"CA - Industrie alimentari, delle bevande e del tabacco",sector,Total,permanent,1912,contract_type,annual_hours,Tav.12,NA
"CA - Industrie alimentari, delle bevande e del tabacco",sector,Total,temporary,1341,contract_type,annual_hours,Tav.12,NA
"CA - Industrie alimentari, delle bevande e del tabacco",sector,Total,total,1812,contract_type,annual_hours,Tav.12,NA
"CB - Industrie tessili e dell'abbigliamento, pelli ed accessori",sector,Female,permanent,1826,contract_type,annual_hours,Tav.12,NA
"CB - Industrie tessili e dell'abbigliamento, pelli ed accessori",sector,Female,temporary,1335,contract_type,annual_hours,Tav.12,NA
"CB - Industrie tessili e dell'abbigliamento, pelli ed accessori",sector,Female,total,1752,contract_type,annual_hours,Tav.12,NA
"CB - Industrie tessili e dell'abbigliamento, pelli ed accessori",sector,Male,permanent,1902,contract_type,annual_hours,Tav.12,NA
"CB - Industrie tessili e dell'abbigliamento, pelli ed accessori",sector,Male,temporary,1488,contract_type,annual_hours,Tav.12,NA
"CB - Industrie tessili e dell'abbigliamento, pelli ed accessori",sector,Male,total,1863,contract_type,annual_hours,Tav.12,NA
"CB - Industrie tessili e dell'abbigliamento, pelli ed accessori",sector,Total,permanent,1861,contract_type,annual_hours,Tav.12,NA
"CB - Industrie tessili e dell'abbigliamento, pelli ed accessori",sector,Total,temporary,1387,contract_type,annual_hours,Tav.12,NA
"CB - Industrie tessili e dell'abbigliamento, pelli ed accessori",sector,Total,total,1802,contract_type,annual_hours,Tav.12,NA
CC - Industria del legno carta e stampa,sector,Female,permanent,1784,contract_type,annual_hours,Tav.12,NA
CC - Industria del legno carta e stampa,sector,Female,temporary,1369,contract_type,annual_hours,Tav.12,NA
CC - Industria del legno carta e stampa,sector,Female,total,1740,contract_type,annual_hours,Tav.12,NA
CC - Industria del legno carta e stampa,sector,Male,permanent,1998,contract_type,annual_hours,Tav.12,NA
CC - Industria del legno carta e stampa,sector,Male,temporary,1605,contract_type,annual_hours,Tav.12,NA
CC - Industria del legno carta e stampa,sector,Male,total,1963,contract_type,annual_hours,Tav.12,NA
CC - Industria del legno carta e stampa,sector,Total,permanent,1951,contract_type,annual_hours,Tav.12,NA
CC - Industria del legno carta e stampa,sector,Total,temporary,1546,contract_type,annual_hours,Tav.12,NA
CC - Industria del legno carta e stampa,sector,Total,total,1913,contract_type,annual_hours,Tav.12,NA
CD - Fabbricazione di coke e prodotti petroliferi raffinati,sector,Female,permanent,1875,contract_type,annual_hours,Tav.12,NA
CD - Fabbricazione di coke e prodotti petroliferi raffinati,sector,Female,temporary,875,contract_type,annual_hours,Tav.12,NA
CD - Fabbricazione di coke e prodotti petroliferi raffinati,sector,Female,total,1766,contract_type,annual_hours,Tav.12,NA
CD - Fabbricazione di coke e prodotti petroliferi raffinati,sector,Male,permanent,2028,contract_type,annual_hours,Tav.12,NA
CD - Fabbricazione di coke e prodotti petroliferi raffinati,sector,Male,temporary,1612,contract_type,annual_hours,Tav.12,NA
CD - Fabbricazione di coke e prodotti petroliferi raffinati,sector,Male,total,1983,contract_type,annual_hours,Tav.12,NA
CD - Fabbricazione di coke e prodotti petroliferi raffinati,sector,Total,permanent,2007,contract_type,annual_hours,Tav.12,NA
CD - Fabbricazione di coke e prodotti petroliferi raffinati,sector,Total,temporary,1508,contract_type,annual_hours,Tav.12,NA
CD - Fabbricazione di coke e prodotti petroliferi raffinati,sector,Total,total,1953,contract_type,annual_hours,Tav.12,NA
CE - Fabbricazione di sostanze e prodotti chimici,sector,Female,permanent,1869,contract_type,annual_hours,Tav.12,NA
CE - Fabbricazione di sostanze e prodotti chimici,sector,Female,temporary,1338,contract_type,annual_hours,Tav.12,NA
CE - Fabbricazione di sostanze e prodotti chimici,sector,Female,total,1849,contract_type,annual_hours,Tav.12,NA
CE - Fabbricazione di sostanze e prodotti chimici,sector,Male,permanent,2005,contract_type,annual_hours,Tav.12,NA
CE - Fabbricazione di sostanze e prodotti chimici,sector,Male,temporary,1508,contract_type,annual_hours,Tav.12,NA
CE - Fabbricazione di sostanze e prodotti chimici,sector,Male,total,1980,contract_type,annual_hours,Tav.12,NA
CE - Fabbricazione di sostanze e prodotti chimici,sector,Total,permanent,1965,contract_type,annual_hours,Tav.12,NA
CE - Fabbricazione di sostanze e prodotti chimici,sector,Total,temporary,1467,contract_type,annual_hours,Tav.12,NA
CE - Fabbricazione di sostanze e prodotti chimici,sector,Total,total,1942,contract_type,annual_hours,Tav.12,NA
"CF - Produzione di articoli farmaceutici, chimico-medicinali e botanici",sector,Female,permanent,1885,contract_type,annual_hours,Tav.12,NA
"CF - Produzione di articoli farmaceutici, chimico-medicinali e botanici",sector,Female,temporary,1502,contract_type,annual_hours,Tav.12,NA
"CF - Produzione di articoli farmaceutici, chimico-medicinali e botanici",sector,Female,total,1866,contract_type,annual_hours,Tav.12,NA
"CF - Produzione di articoli farmaceutici, chimico-medicinali e botanici",sector,Male,permanent,1941,contract_type,annual_hours,Tav.12,NA
"CF - Produzione di articoli farmaceutici, chimico-medicinali e botanici",sector,Male,temporary,1654,contract_type,annual_hours,Tav.12,NA
"CF - Produzione di articoli farmaceutici, chimico-medicinali e botanici",sector,Male,total,1926,contract_type,annual_hours,Tav.12,NA
"CF - Produzione di articoli farmaceutici, chimico-medicinali e botanici",sector,Total,permanent,1919,contract_type,annual_hours,Tav.12,NA
"CF - Produzione di articoli farmaceutici, chimico-medicinali e botanici",sector,Total,temporary,1597,contract_type,annual_hours,Tav.12,NA
"CF - Produzione di articoli farmaceutici, chimico-medicinali e botanici",sector,Total,total,1902,contract_type,annual_hours,Tav.12,NA
CG - Produzione di articoli in gomma e materie plastiche,sector,Female,permanent,1879,contract_type,annual_hours,Tav.12,NA
CG - Produzione di articoli in gomma e materie plastiche,sector,Female,temporary,1285,contract_type,annual_hours,Tav.12,NA
CG - Produzione di articoli in gomma e materie plastiche,sector,Female,total,1819,contract_type,annual_hours,Tav.12,NA
CG - Produzione di articoli in gomma e materie plastiche,sector,Male,permanent,1998,contract_type,annual_hours,Tav.12,NA
CG - Produzione di articoli in gomma e materie plastiche,sector,Male,temporary,1593,contract_type,annual_hours,Tav.12,NA
CG - Produzione di articoli in gomma e materie plastiche,sector,Male,total,1961,contract_type,annual_hours,Tav.12,NA
CG - Produzione di articoli in gomma e materie plastiche,sector,Total,permanent,1971,contract_type,annual_hours,Tav.12,NA
CG - Produzione di articoli in gomma e materie plastiche,sector,Total,temporary,1516,contract_type,annual_hours,Tav.12,NA
CG - Produzione di articoli in gomma e materie plastiche,sector,Total,total,1929,contract_type,annual_hours,Tav.12,NA
CH - Fabbricazione di metalli di base e lavorazione di prodotti in metallo,sector,Female,permanent,1813,contract_type,annual_hours,Tav.12,NA
CH - Fabbricazione di metalli di base e lavorazione di prodotti in metallo,sector,Female,temporary,1674,contract_type,annual_hours,Tav.12,NA
CH - Fabbricazione di metalli di base e lavorazione di prodotti in metallo,sector,Female,total,1798,contract_type,annual_hours,Tav.12,NA
CH - Fabbricazione di metalli di base e lavorazione di prodotti in metallo,sector,Male,permanent,2045,contract_type,annual_hours,Tav.12,NA
CH - Fabbricazione di metalli di base e lavorazione di prodotti in metallo,sector,Male,temporary,1547,contract_type,annual_hours,Tav.12,NA
CH - Fabbricazione di metalli di base e lavorazione di prodotti in metallo,sector,Male,total,1976,contract_type,annual_hours,Tav.12,NA
CH - Fabbricazione di metalli di base e lavorazione di prodotti in metallo,sector,Total,permanent,2006,contract_type,annual_hours,Tav.12,NA
CH - Fabbricazione di metalli di base e lavorazione di prodotti in metallo,sector,Total,temporary,1563,contract_type,annual_hours,Tav.12,NA
CH - Fabbricazione di metalli di base e lavorazione di prodotti in metallo,sector,Total,total,1947,contract_type,annual_hours,Tav.12,NA
"CI - Fabbricazione di computer, apparecchi elettronici e ottici",sector,Female,permanent,1870,contract_type,annual_hours,Tav.12,NA
"CI - Fabbricazione di computer, apparecchi elettronici e ottici",sector,Female,temporary,876,contract_type,annual_hours,Tav.12,NA
"CI - Fabbricazione di computer, apparecchi elettronici e ottici",sector,Female,total,1823,contract_type,annual_hours,Tav.12,NA
"CI - Fabbricazione di computer, apparecchi elettronici e ottici",sector,Male,permanent,1945,contract_type,annual_hours,Tav.12,NA
"CI - Fabbricazione di computer, apparecchi elettronici e ottici",sector,Male,temporary,1471,contract_type,annual_hours,Tav.12,NA
"CI - Fabbricazione di computer, apparecchi elettronici e ottici",sector,Male,total,1907,contract_type,annual_hours,Tav.12,NA
"CI - Fabbricazione di computer, apparecchi elettronici e ottici",sector,Total,permanent,1922,contract_type,annual_hours,Tav.12,NA
"CI - Fabbricazione di computer, apparecchi elettronici e ottici",sector,Total,temporary,1348,contract_type,annual_hours,Tav.12,NA
"CI - Fabbricazione di computer, apparecchi elettronici e ottici",sector,Total,total,1882,contract_type,annual_hours,Tav.12,NA
CJ - Fabbricazioni di apparecchi elettrici,sector,Female,permanent,1833,contract_type,annual_hours,Tav.12,NA
CJ - Fabbricazioni di apparecchi elettrici,sector,Female,temporary,1003,contract_type,annual_hours,Tav.12,NA
CJ - Fabbricazioni di apparecchi elettrici,sector,Female,total,1781,contract_type,annual_hours,Tav.12,NA
CJ - Fabbricazioni di apparecchi elettrici,sector,Male,permanent,2030,contract_type,annual_hours,Tav.12,NA
CJ - Fabbricazioni di apparecchi elettrici,sector,Male,temporary,1362,contract_type,annual_hours,Tav.12,NA
CJ - Fabbricazioni di apparecchi elettrici,sector,Male,total,1972,contract_type,annual_hours,Tav.12,NA
CJ - Fabbricazioni di apparecchi elettrici,sector,Total,permanent,1974,contract_type,annual_hours,Tav.12,NA
CJ - Fabbricazioni di apparecchi elettrici,sector,Total,temporary,1284,contract_type,annual_hours,Tav.12,NA
CJ - Fabbricazioni di apparecchi elettrici,sector,Total,total,1919,contract_type,annual_hours,Tav.12,NA
CK - Fabbricazioni di macchinari ed apparecchi n.c.a.,sector,Female,permanent,1902,contract_type,annual_hours,Tav.12,NA
CK - Fabbricazioni di macchinari ed apparecchi n.c.a.,sector,Female,temporary,1028,contract_type,annual_hours,Tav.12,NA
CK - Fabbricazioni di macchinari ed apparecchi n.c.a.,sector,Female,total,1838,contract_type,annual_hours,Tav.12,NA
CK - Fabbricazioni di macchinari ed apparecchi n.c.a.,sector,Male,permanent,2020,contract_type,annual_hours,Tav.12,NA
CK - Fabbricazioni di macchinari ed apparecchi n.c.a.,sector,Male,temporary,1505,contract_type,annual_hours,Tav.12,NA
CK - Fabbricazioni di macchinari ed apparecchi n.c.a.,sector,Male,total,1986,contract_type,annual_hours,Tav.12,NA
CK - Fabbricazioni di macchinari ed apparecchi n.c.a.,sector,Total,permanent,1999,contract_type,annual_hours,Tav.12,NA
CK - Fabbricazioni di macchinari ed apparecchi n.c.a.,sector,Total,temporary,1412,contract_type,annual_hours,Tav.12,NA
CK - Fabbricazioni di macchinari ed apparecchi n.c.a.,sector,Total,total,1960,contract_type,annual_hours,Tav.12,NA
CL - Fabbricazione di mezzi di trasporto,sector,Female,permanent,1906,contract_type,annual_hours,Tav.12,NA
CL - Fabbricazione di mezzi di trasporto,sector,Female,temporary,1554,contract_type,annual_hours,Tav.12,NA
CL - Fabbricazione di mezzi di trasporto,sector,Female,total,1884,contract_type,annual_hours,Tav.12,NA
CL - Fabbricazione di mezzi di trasporto,sector,Male,permanent,2017,contract_type,annual_hours,Tav.12,NA
CL - Fabbricazione di mezzi di trasporto,sector,Male,temporary,1482,contract_type,annual_hours,Tav.12,NA
CL - Fabbricazione di mezzi di trasporto,sector,Male,total,1991,contract_type,annual_hours,Tav.12,NA
CL - Fabbricazione di mezzi di trasporto,sector,Total,permanent,1996,contract_type,annual_hours,Tav.12,NA
CL - Fabbricazione di mezzi di trasporto,sector,Total,temporary,1498,contract_type,annual_hours,Tav.12,NA
CL - Fabbricazione di mezzi di trasporto,sector,Total,total,1971,contract_type,annual_hours,Tav.12,NA
"CM - Altre industrie manifatturiere, riparazioni ed installazione",sector,Female,permanent,1854,contract_type,annual_hours,Tav.12,NA
"CM - Altre industrie manifatturiere, riparazioni ed installazione",sector,Female,temporary,1278,contract_type,annual_hours,Tav.12,NA
"CM - Altre industrie manifatturiere, riparazioni ed installazione",sector,Female,total,1792,contract_type,annual_hours,Tav.12,NA
"CM - Altre industrie manifatturiere, riparazioni ed installazione",sector,Male,permanent,2008,contract_type,annual_hours,Tav.12,NA
"CM - Altre industrie manifatturiere, riparazioni ed installazione",sector,Male,temporary,1397,contract_type,annual_hours,Tav.12,NA
"CM - Altre industrie manifatturiere, riparazioni ed installazione",sector,Male,total,1933,contract_type,annual_hours,Tav.12,NA
"CM - Altre industrie manifatturiere, riparazioni ed installazione",sector,Total,permanent,1966,contract_type,annual_hours,Tav.12,NA
"CM - Altre industrie manifatturiere, riparazioni ed installazione",sector,Total,temporary,1368,contract_type,annual_hours,Tav.12,NA
"CM - Altre industrie manifatturiere, riparazioni ed installazione",sector,Total,total,1895,contract_type,annual_hours,Tav.12,NA
"D - Fornitura di energia elettrica, gas, vapore e aria condizionata",sector,Female,permanent,1858,contract_type,annual_hours,Tav.12,NA
"D - Fornitura di energia elettrica, gas, vapore e aria condizionata",sector,Female,temporary,1533,contract_type,annual_hours,Tav.12,NA
"D - Fornitura di energia elettrica, gas, vapore e aria condizionata",sector,Female,total,1839,contract_type,annual_hours,Tav.12,NA
"D - Fornitura di energia elettrica, gas, vapore e aria condizionata",sector,Male,permanent,2019,contract_type,annual_hours,Tav.12,NA
"D - Fornitura di energia elettrica, gas, vapore e aria condizionata",sector,Male,temporary,1782,contract_type,annual_hours,Tav.12,NA
"D - Fornitura di energia elettrica, gas, vapore e aria condizionata",sector,Male,total,2006,contract_type,annual_hours,Tav.12,NA
"D - Fornitura di energia elettrica, gas, vapore e aria condizionata",sector,Total,permanent,1981,contract_type,annual_hours,Tav.12,NA
"D - Fornitura di energia elettrica, gas, vapore e aria condizionata",sector,Total,temporary,1720,contract_type,annual_hours,Tav.12,NA
"D - Fornitura di energia elettrica, gas, vapore e aria condizionata",sector,Total,total,1967,contract_type,annual_hours,Tav.12,NA
"E - Fornitura di acqua; reti fognarie, attività di gestione dei rifiuti e risanamento",sector,Female,permanent,1810,contract_type,annual_hours,Tav.12,NA
"E - Fornitura di acqua; reti fognarie, attività di gestione dei rifiuti e risanamento",sector,Female,temporary,1126,contract_type,annual_hours,Tav.12,NA
"E - Fornitura di acqua; reti fognarie, attività di gestione dei rifiuti e risanamento",sector,Female,total,1722,contract_type,annual_hours,Tav.12,NA
"E - Fornitura di acqua; reti fognarie, attività di gestione dei rifiuti e risanamento",sector,Male,permanent,1921,contract_type,annual_hours,Tav.12,NA
"E - Fornitura di acqua; reti fognarie, attività di gestione dei rifiuti e risanamento",sector,Male,temporary,1334,contract_type,annual_hours,Tav.12,NA
"E - Fornitura di acqua; reti fognarie, attività di gestione dei rifiuti e risanamento",sector,Male,total,1861,contract_type,annual_hours,Tav.12,NA
"E - Fornitura di acqua; reti fognarie, attività di gestione dei rifiuti e risanamento",sector,Total,permanent,1903,contract_type,annual_hours,Tav.12,NA
"E - Fornitura di acqua; reti fognarie, attività di gestione dei rifiuti e risanamento",sector,Total,temporary,1292,contract_type,annual_hours,Tav.12,NA
"E - Fornitura di acqua; reti fognarie, attività di gestione dei rifiuti e risanamento",sector,Total,total,1838,contract_type,annual_hours,Tav.12,NA
F - Costruzioni,sector,Female,permanent,1697,contract_type,annual_hours,Tav.12,NA
F - Costruzioni,sector,Female,temporary,1205,contract_type,annual_hours,Tav.12,NA
F - Costruzioni,sector,Female,total,1643,contract_type,annual_hours,Tav.12,NA
F - Costruzioni,sector,Male,permanent,1938,contract_type,annual_hours,Tav.12,NA
F - Costruzioni,sector,Male,temporary,1358,contract_type,annual_hours,Tav.12,NA
F - Costruzioni,sector,Male,total,1833,contract_type,annual_hours,Tav.12,NA
F - Costruzioni,sector,Total,permanent,1909,contract_type,annual_hours,Tav.12,NA
F - Costruzioni,sector,Total,temporary,1348,contract_type,annual_hours,Tav.12,NA
F - Costruzioni,sector,Total,total,1812,contract_type,annual_hours,Tav.12,NA
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Female,permanent,1671,contract_type,annual_hours,Tav.12,NA
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Female,temporary,1113,contract_type,annual_hours,Tav.12,NA
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Female,total,1561,contract_type,annual_hours,Tav.12,NA
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Male,permanent,1938,contract_type,annual_hours,Tav.12,NA
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Male,temporary,1318,contract_type,annual_hours,Tav.12,NA
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Male,total,1843,contract_type,annual_hours,Tav.12,NA
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Total,permanent,1817,contract_type,annual_hours,Tav.12,NA
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Total,temporary,1210,contract_type,annual_hours,Tav.12,NA
G - Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli,sector,Total,total,1712,contract_type,annual_hours,Tav.12,NA
H - Trasporto e magazzinaggio,sector,Female,permanent,1716,contract_type,annual_hours,Tav.12,NA
H - Trasporto e magazzinaggio,sector,Female,temporary,1203,contract_type,annual_hours,Tav.12,NA
H - Trasporto e magazzinaggio,sector,Female,total,1643,contract_type,annual_hours,Tav.12,NA
H - Trasporto e magazzinaggio,sector,Male,permanent,1901,contract_type,annual_hours,Tav.12,NA
H - Trasporto e magazzinaggio,sector,Male,temporary,1258,contract_type,annual_hours,Tav.12,NA
H - Trasporto e magazzinaggio,sector,Male,total,1806,contract_type,annual_hours,Tav.12,NA
H - Trasporto e magazzinaggio,sector,Total,permanent,1859,contract_type,annual_hours,Tav.12,NA
H - Trasporto e magazzinaggio,sector,Total,temporary,1246,contract_type,annual_hours,Tav.12,NA
H - Trasporto e magazzinaggio,sector,Total,total,1768,contract_type,annual_hours,Tav.12,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Female,permanent,1373,contract_type,annual_hours,Tav.12,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Female,temporary,1055,contract_type,annual_hours,Tav.12,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Female,total,1268,contract_type,annual_hours,Tav.12,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Male,permanent,1667,contract_type,annual_hours,Tav.12,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Male,temporary,1173,contract_type,annual_hours,Tav.12,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Male,total,1482,contract_type,annual_hours,Tav.12,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Total,permanent,1514,contract_type,annual_hours,Tav.12,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Total,temporary,1118,contract_type,annual_hours,Tav.12,NA
I - Attività dei servizi di alloggio e di ristorazione,sector,Total,total,1374,contract_type,annual_hours,Tav.12,NA
J - Servizi di informazione e comunicazione,sector,Female,permanent,1810,contract_type,annual_hours,Tav.12,NA
J - Servizi di informazione e comunicazione,sector,Female,temporary,1363,contract_type,annual_hours,Tav.12,NA
J - Servizi di informazione e comunicazione,sector,Female,total,1756,contract_type,annual_hours,Tav.12,NA
J - Servizi di informazione e comunicazione,sector,Male,permanent,1911,contract_type,annual_hours,Tav.12,NA
J - Servizi di informazione e comunicazione,sector,Male,temporary,1452,contract_type,annual_hours,Tav.12,NA
J - Servizi di informazione e comunicazione,sector,Male,total,1861,contract_type,annual_hours,Tav.12,NA
J - Servizi di informazione e comunicazione,sector,Total,permanent,1876,contract_type,annual_hours,Tav.12,NA
J - Servizi di informazione e comunicazione,sector,Total,temporary,1419,contract_type,annual_hours,Tav.12,NA
J - Servizi di informazione e comunicazione,sector,Total,total,1825,contract_type,annual_hours,Tav.12,NA
K - Attività finanziarie ed assicurative,sector,Female,permanent,1766,contract_type,annual_hours,Tav.12,NA
K - Attività finanziarie ed assicurative,sector,Female,temporary,1348,contract_type,annual_hours,Tav.12,NA
K - Attività finanziarie ed assicurative,sector,Female,total,1752,contract_type,annual_hours,Tav.12,NA
K - Attività finanziarie ed assicurative,sector,Male,permanent,1868,contract_type,annual_hours,Tav.12,NA
K - Attività finanziarie ed assicurative,sector,Male,temporary,1367,contract_type,annual_hours,Tav.12,NA
K - Attività finanziarie ed assicurative,sector,Male,total,1853,contract_type,annual_hours,Tav.12,NA
K - Attività finanziarie ed assicurative,sector,Total,permanent,1821,contract_type,annual_hours,Tav.12,NA
K - Attività finanziarie ed assicurative,sector,Total,temporary,1358,contract_type,annual_hours,Tav.12,NA
K - Attività finanziarie ed assicurative,sector,Total,total,1805,contract_type,annual_hours,Tav.12,NA
L - Attivita' immobiliari,sector,Female,permanent,1728,contract_type,annual_hours,Tav.12,NA
L - Attivita' immobiliari,sector,Female,temporary,1304,contract_type,annual_hours,Tav.12,NA
L - Attivita' immobiliari,sector,Female,total,1676,contract_type,annual_hours,Tav.12,NA
L - Attivita' immobiliari,sector,Male,permanent,1836,contract_type,annual_hours,Tav.12,NA
L - Attivita' immobiliari,sector,Male,temporary,1366,contract_type,annual_hours,Tav.12,NA
L - Attivita' immobiliari,sector,Male,total,1788,contract_type,annual_hours,Tav.12,NA
L - Attivita' immobiliari,sector,Total,permanent,1783,contract_type,annual_hours,Tav.12,NA
L - Attivita' immobiliari,sector,Total,temporary,1332,contract_type,annual_hours,Tav.12,NA
L - Attivita' immobiliari,sector,Total,total,1733,contract_type,annual_hours,Tav.12,NA
"M - Attività professionali, scientifiche e tecniche",sector,Female,permanent,1802,contract_type,annual_hours,Tav.12,NA
"M - Attività professionali, scientifiche e tecniche",sector,Female,temporary,1401,contract_type,annual_hours,Tav.12,NA
"M - Attività professionali, scientifiche e tecniche",sector,Female,total,1740,contract_type,annual_hours,Tav.12,NA
"M - Attività professionali, scientifiche e tecniche",sector,Male,permanent,1896,contract_type,annual_hours,Tav.12,NA
"M - Attività professionali, scientifiche e tecniche",sector,Male,temporary,1439,contract_type,annual_hours,Tav.12,NA
"M - Attività professionali, scientifiche e tecniche",sector,Male,total,1837,contract_type,annual_hours,Tav.12,NA
"M - Attività professionali, scientifiche e tecniche",sector,Total,permanent,1852,contract_type,annual_hours,Tav.12,NA
"M - Attività professionali, scientifiche e tecniche",sector,Total,temporary,1419,contract_type,annual_hours,Tav.12,NA
"M - Attività professionali, scientifiche e tecniche",sector,Total,total,1791,contract_type,annual_hours,Tav.12,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Female,permanent,1360,contract_type,annual_hours,Tav.12,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Female,temporary,1017,contract_type,annual_hours,Tav.12,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Female,total,1243,contract_type,annual_hours,Tav.12,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Male,permanent,1812,contract_type,annual_hours,Tav.12,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Male,temporary,1265,contract_type,annual_hours,Tav.12,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Male,total,1605,contract_type,annual_hours,Tav.12,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Total,permanent,1593,contract_type,annual_hours,Tav.12,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Total,temporary,1155,contract_type,annual_hours,Tav.12,NA
"N - Noleggio, agenzie di viaggio, servizi di supporto alle imprese",sector,Total,total,1435,contract_type,annual_hours,Tav.12,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Female,permanent,1771,contract_type,annual_hours,Tav.12,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Female,temporary,1375,contract_type,annual_hours,Tav.12,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Female,total,1742,contract_type,annual_hours,Tav.12,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Male,permanent,1887,contract_type,annual_hours,Tav.12,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Male,temporary,1510,contract_type,annual_hours,Tav.12,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Male,total,1869,contract_type,annual_hours,Tav.12,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Total,permanent,1845,contract_type,annual_hours,Tav.12,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Total,temporary,1445,contract_type,annual_hours,Tav.12,NA
O - Amministrazione Pubblica e Difesa; Assicurazione Sociale Obbligatoria,sector,Total,total,1822,contract_type,annual_hours,Tav.12,NA
P - Istruzione,sector,Female,permanent,1327,contract_type,annual_hours,Tav.12,NA
P - Istruzione,sector,Female,temporary,971,contract_type,annual_hours,Tav.12,NA
P - Istruzione,sector,Female,total,1250,contract_type,annual_hours,Tav.12,NA
P - Istruzione,sector,Male,permanent,1416,contract_type,annual_hours,Tav.12,NA
P - Istruzione,sector,Male,temporary,1025,contract_type,annual_hours,Tav.12,NA
P - Istruzione,sector,Male,total,1320,contract_type,annual_hours,Tav.12,NA
P - Istruzione,sector,Total,permanent,1347,contract_type,annual_hours,Tav.12,NA
P - Istruzione,sector,Total,temporary,985,contract_type,annual_hours,Tav.12,NA
P - Istruzione,sector,Total,total,1266,contract_type,annual_hours,Tav.12,NA
Q - Sanita' e assistenza sociale,sector,Female,permanent,1725,contract_type,annual_hours,Tav.12,NA
Q - Sanita' e assistenza sociale,sector,Female,temporary,1187,contract_type,annual_hours,Tav.12,NA
Q - Sanita' e assistenza sociale,sector,Female,total,1660,contract_type,annual_hours,Tav.12,NA
Q - Sanita' e assistenza sociale,sector,Male,permanent,1832,contract_type,annual_hours,Tav.12,NA
Q - Sanita' e assistenza sociale,sector,Male,temporary,1390,contract_type,annual_hours,Tav.12,NA
Q - Sanita' e assistenza sociale,sector,Male,total,1788,contract_type,annual_hours,Tav.12,NA
Q - Sanita' e assistenza sociale,sector,Total,permanent,1756,contract_type,annual_hours,Tav.12,NA
